SUBS_KEY,TARGET,OG_MOU_F4,IC_MOU_F4,OG_CALLS_F4,IC_CALLS_F4,RCHG_AMOUNT_F4,CNT_RCHG_F4,AVG_MBL_F4,IC_OG_RATIO_F4,OG_MOU_F7,IC_MOU_F7,OG_CALLS_F7,IC_CALLS_F7,RCHG_AMOUNT_F7,CNT_RCHG_F7,AVG_MBL_F7,IC_OG_RATIO_F7,OG_MOU_F10,IC_MOU_F10,OG_CALLS_F10,IC_CALLS_F10,RCHG_AMOUNT_F10,CNT_RCHG_F10,AVG_MBL_F10,IC_OG_RATIO_F10,DS_IC_MOU_F4,DS_IC_MOU_F7,DS_IC_MOU_F10,DS_OG_MOU_F4,DS_OG_MOU_F7,DS_OG_MOU_F10,DS_OG_CALLS_F4,DS_OG_CALLS_F7,DS_OG_CALLS_F10,DS_IC_CALLS_F4,DS_IC_CALLS_F7,DS_IC_CALLS_F10,DS_RCHG_MRP_F4,DS_RCHG_MRP_F7,DS_RCHG_MRP_F10,DS_RCHG_MRP_F4_EX1,DS_RCHG_MRP_F7_EX1,DS_RCHG_MRP_F10_EX1,SUBS_ACTIVATION_DT,ACTIVATION_DT,DAY_END_MBL_F4,DAY_END_MBL_F7,DAY_END_MBL_F10,SLP_MBL_F4,SLP_MBL_F7,SLP_MBL_F10,SLP_OGMOU_F4,SLP_OGMOU_F7,SLP_OGMOU_F10,SLP_ICMOU_F4,SLP_ICMOU_F7,SLP_ICMOU_F10,SD_MBL_F4,SD_MBL_F7,SD_MBL_F10,SD_OGMOU_F4,SD_OGMOU_F7,SD_OGMOU_F10,SD_ICMOU_F4,SD_ICMOU_F7,SD_ICMOU_F10,MAX_MBL_F4_EX1,MAX_MBL_F7_EX1,MAX_MBL_F10_EX1,MAX_MBL_F4,MAX_MBL_F7,MAX_MBL_F10,MAX_MRP_HIGH_AMT_F4,MAX_MRP_HIGH_AMT_F7,MAX_MRP_HIGH_AMT_F10,CNT_VLR_INS_F4,CNT_VLR_INS_F7,CNT_VLR_INS_F10,CNT_STD_INS_F4,CNT_STD_INS_F7,CNT_STD_INS_F10,CNT_STD_OG_INS_F4,CNT_STD_OG_INS_F7,CNT_STD_OG_INS_F10,CNT_STD_IC_INS_F4,CNT_STD_IC_INS_F7,CNT_STD_IC_INS_F10,CNT_ROAM_INS_F4,CNT_ROAM_INS_F7,CNT_ROAM_INS_F10,CNT_SMS_INS_F4,CNT_SMS_INS_F7,CNT_SMS_INS_F10,CNT_DEC_INS_F4,CNT_DEC_INS_F7,CNT_DEC_INS_F10,AVG_NIG_USG_F4,AVG_NIG_USG_F7,AVG_NIG_USG_F10,AVG_STD_USG_F4,AVG_STD_USG_F7,AVG_STD_USG_F10,DND,DND_INFO,CHG_IC_MOU_L5_F5,USAGE_SPREAD,SUM_RCHG_MRP_L10,TARGET_21_30
623579419,0,12.9,0,6,0,48,1,47.87,0,12.9,0,6,0,48,1,45.68,0,17.7,0.4,7,1,48,1,43.94,0.02,19,19,8,1,1,1,1,1,1,19,19,8,0,0,0,19,19,19,41701,3,42.76,42.76,39.88,-4.11,-1.83,-1.36,1.44,-0.43,-0.24,0,0,0.02,5.43,4.71,4.76,3.01,2.74,2.59,0,0,0.13,49.03,49.03,49.03,55,55,55,48,48,48,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0.1,48,0
623579420,0,0.4,0,1,0,175,1,8.98,0,0.4,0,1,0,175,1,8.62,0,1.58,0.03,2,1,361,3,6.03,0.02,19,19,9,1,1,1,1,1,1,19,19,9,0,0,0,19,19,6,41701,3,8.14,8.14,0,-0.71,-0.31,-1.2,-0.04,-0.03,0.02,0,0,0,0.98,0.83,4.22,0.2,0.15,0.38,0,0,0.01,9.64,9.64,9.64,10,10,10,175,175,175,3,6,9,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0.06,361,0
623579422,0,10.25,1.63,10,3,269,2,36.79,0.16,37.48,9.77,21,9,269,2,35.39,0.26,43.12,15.07,26,13,269,2,33.27,0.35,1,1,1,0,0,0,0,0,0,1,1,1,2,2,2,1,1,1,41701,3,66.2,33.52,26.76,23.88,3.56,0.26,0.4,0.5,-0.29,-0.05,0.19,0.12,36.7,26.01,21.55,3.16,9.98,8.37,0.52,3,2.46,70.52,70.52,70.52,70.52,70.52,70.52,199,199,199,3,6,9,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,4,6,0,0,0,0,0,0.08,0,0,-0.46,0.14,269,0
623579424,0,51.43,15.4,31,3,58,1,52.21,0.3,98.6,35.58,59,8,58,2,39.37,0.36,159.37,39.37,100,11,138,3,51.65,0.25,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,19,19,6,41701,3,38.98,9.48,66.88,-9.93,-9.23,1.76,2.57,1.71,1.55,4.26,1.62,0.11,12.95,20.35,26.54,10.23,10.77,9.98,6.57,6.24,5.49,57.06,57.06,92.68,68,68,92.68,58,58,80,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0.56,0.28,138,0
623579463,1,0,0,0,0,18,1,23,999,0,0,0,0,18,1,23,999,0,0,0,0,18,1,23,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,23,18,18,18,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
623579466,0,0.35,471.35,1,113,71,2,67.93,1346.71,25.87,650.53,16,182,71,2,64.87,25.15,46.78,842.4,31,275,71,2,61.25,18.01,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,19,19,19,41701,3,67.7,57.2,47.9,-0.09,-1.8,-2.24,0.11,1.86,1.24,44.3,-3.69,-3.99,0.15,4.34,7.11,0.18,4.52,5.92,76.11,64.76,58.03,68,68,68,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,444.05,6.38,3.53,0,0,0,0,0,-0.32,0.56,71,0
623579473,0,4.48,0,8,0,58,1,66.4,0,4.8,0,9,0,58,1,65.31,0,5.13,2.48,12,1,58,1,64.44,0.48,19,19,7,1,1,1,1,1,1,19,19,7,0,0,0,19,19,19,41701,3,64,63.6,62.4,-1.28,-0.79,-0.64,1.1,-0.01,-0.08,0,0,0.08,1.73,1.83,2.05,1.64,1.29,1.09,0,0,0.79,67.2,67.2,67.2,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0.1,58,0
623579480,0,9.98,0,8,0,58,1,52.88,0,9.98,0,8,0,58,1,50.02,0,12.82,0,13,0,58,1,48.44,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,19,41701,3,46.2,46.2,44.34,-6.45,-2.58,-1.55,-1.97,-0.89,-0.39,0,0,0,8.95,7.26,6.46,2.62,2.28,1.97,0,0,0,53.94,53.94,53.94,65.14,65.14,65.14,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0.07,0,0,0,0,0,0,0.12,58,0
623579490,0,18.02,5,13,9,48,1,52.3,0.28,36.43,10.57,22,13,48,1,46.18,0.29,54.45,11.35,27,15,48,1,41.09,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,47.15,36.1,25.29,-3.46,-3.87,-3.54,1.45,0.29,0.22,-0.08,0.18,-0.1,4.52,8.46,10.83,2.85,3.57,3.85,0.5,0.82,0.91,55.02,55.02,55.02,57.01,57.01,57.01,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0.05,0.22,48,0
623579507,0,13.43,19.88,17,30,275,2,22.16,1.48,22.65,42.95,26,53,275,2,44.48,1.9,34.18,58.75,35,67,275,2,51.12,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,41701,3,82.12,72.04,60.41,23.05,15.15,7.83,-0.06,-0.14,0.11,1.34,0.49,0.1,40.02,39.72,34.24,1.12,1.6,2.19,2.84,3.75,3.32,82.12,82.12,82.12,82.12,82.12,82.12,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,10,0,0,0,0,0,0,0,0,-0.22,0.26,275,0
623579512,0,47.45,0,4,0,58,1,43.12,0,140.73,3.38,14,1,128,2,50.1,0.02,276.22,3.38,26,1,198,3,49.19,0.01,19,5,5,0,0,0,0,0,0,19,5,5,0,0,0,19,3,3,41701,3,16.71,52.01,69.01,-11.9,0.69,0.13,-10.57,0.91,4.17,0,0.24,0.02,17.89,16.43,16.82,14.39,18.67,23.55,0,1.28,1.07,49.71,70.96,70.96,56.36,70.96,70.96,58,70,70,4,7,10,2,5,8,2,5,8,0,1,1,0,0,0,0,0,0,3,6,9,0,0,0.13,0,0.05,0.02,0,0,0,0.2,198,0
623579516,0,6.63,1.17,8,3,0,0,2.49,0.18,6.63,1.63,8,5,0,0,1.87,0.25,6.63,6.08,8,21,19,1,1.31,0.92,1,1,1,0,0,0,0,0,0,1,1,1,19,19,7,19,19,6,41701,3,1.04,1.04,0,-1.19,-0.52,-0.41,-1.19,-0.57,-0.31,0.08,-0.01,0.17,1.61,1.38,1.44,1.84,1.57,1.36,0.34,0.3,0.85,2.54,2.54,2.54,4.72,4.72,4.72,0,0,19,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,0,0,0,0,0,0,0,0,3.21,0.2,19,0
623579517,0,9.17,0,5,0,58,1,58.05,0,17.18,9.72,16,4,58,1,56.28,0.57,22.6,23.42,28,17,58,1,52.53,1.04,19,4,4,0,0,0,0,0,0,19,4,4,0,0,0,19,19,19,41701,3,57.6,53.18,39.48,-0.48,-1.03,-2.05,-1.73,-0.38,-0.22,0,0.75,0.62,0.71,2.31,6.66,2.27,2.16,1.92,0,2.03,2.78,57.9,57.9,57.9,59.1,59.1,59.1,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,4.89,0.22,58,0
623579520,0,4.58,0,3,0,102,4,6.31,0,8.08,0.12,6,1,341,7,15.66,0.01,8.08,0.12,6,1,341,7,15.26,0.01,19,6,6,0,0,0,0,0,0,19,6,6,0,0,0,1,1,1,41701,3,8.3,14.34,14.34,0.73,3.89,1.15,-0.64,-0.07,-0.17,0,0.01,0,4.2,14.15,11.57,1.74,1.43,1.29,0,0.04,0.04,8.3,39.9,39.9,8.63,39.9,39.9,30,199,199,4,7,10,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,2,4,4,0,0.13,0.13,0.09,0.05,0.05,0,0,0,0.08,341,0
623579579,0,0,0,0,0,175,1,9.75,999,0,0,0,0,175,1,9.43,999,0,0,0,0,175,1,9.3,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,9,9,9,-0.3,-0.21,-0.13,0,0,0,0,0,0,0.5,0.53,0.48,0,0,0,0,0,0,10,10,10,10,10,10,175,175,175,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,175,0
623579581,0,0.97,0,3,0,58,1,66.43,0,0.97,0,3,0,257,2,65.79,0,0.97,0,3,0,257,2,65.53,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,3,3,41701,3,65.3,64.94,64.94,-0.45,-0.4,-0.24,-0.29,-0.1,-0.05,0,0,0,0.75,0.95,0.88,0.48,0.37,0.31,0,0,0,66.8,66.8,66.8,66.8,66.8,66.8,58,199,199,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,29,1,0,0.02,257,0
623579582,1,157.48,4.88,33,8,58,1,42.46,0.03,181.75,10.75,41,15,58,1,24.33,0.06,238.17,12.55,72,20,115,5,18.15,0.05,2,2,2,0,0,0,0,0,0,2,2,2,0,0,0,19,19,6,41701,3,9.16,0.16,4.86,-20.25,-12.68,-6.9,24.85,-3.13,-2.16,1.05,0.48,0.07,26.88,29.54,26.09,38.92,33.2,27.57,1.45,1.83,1.64,61.3,61.3,61.3,67,67,67,58,58,58,4,7,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0.13,0.32,115,0
623579583,0,11.1,4.32,11,2,261,1,1.75,0.39,11.1,4.32,11,2,261,1,1,0.39,11.1,4.32,11,2,261,1,0.71,0.39,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,0.01,0.01,0.01,-2.09,-0.75,-0.38,-1.78,-0.91,-0.51,-0.43,-0.31,-0.18,3.48,2.63,2.2,3.67,2.99,2.56,2.16,1.63,1.37,0.01,0.01,0.01,6.97,6.97,6.97,261,261,261,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,-1,0.04,261,0
623579586,0,36.33,4.17,18,7,112,2,113.03,0.11,173.88,53.62,50,29,112,2,90.59,0.31,240.43,68.85,68,39,112,2,70.41,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,106.2,47,20.1,-3.57,-12.8,-13.01,1.3,6.41,1.32,0.97,3.45,0.67,4.88,29.22,40.36,5.84,25.8,23.46,1.79,8.36,7.96,115.9,115.9,115.9,117.1,117.1,117.1,58,58,58,4,7,10,1,2,2,0,0,0,1,2,2,0,0,0,0,0,0,4,7,10,0.01,0,0,0.01,0.03,0.02,0,0,1.21,0.28,112,0
623579595,0,0,2.72,0,4,48,1,58,999,0.83,3.72,2,7,48,1,57.93,4.46,0.83,9.5,2,11,48,1,57.8,11.4,1,1,1,19,6,6,19,6,6,1,1,1,0,0,0,19,19,19,41701,3,58,57.5,57.5,0,-0.05,-0.07,0,0.09,0.02,-0.12,-0.08,0.11,0,0.19,0.26,0,0.31,0.26,1.12,0.83,1.5,58,58,58,58,58,58,48,48,48,4,7,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.68,0,0,1.5,0.12,48,0
623579626,0,33.82,0,1,0,58,1,65.45,0,34.58,0,2,0,58,1,62.04,0,36.1,0,4,0,146,2,60.61,0,19,19,19,3,3,3,3,3,3,19,19,19,0,0,0,19,19,8,41701,3,57.8,57.5,56.8,-3.06,-2.25,-1.38,10.14,0.03,-0.54,0,0,0,5.1,5.57,5.11,16.91,12.74,10.63,0,0,0,68,68,68,68,68,68,58,58,88,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0.06,146,0
623579633,0,29.9,1.52,20,1,377,3,8.28,0.05,115.78,5.07,37,3,377,3,8.03,0.04,192.73,8.97,61,4,377,3,7.93,0.05,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,41701,3,7.7,7.7,7.7,-0.69,-0.25,-0.13,5.73,4.16,3.12,0.15,0.32,0.13,1.15,0.87,0.73,8.05,17.13,19.24,0.76,1.33,1.54,7.7,7.7,7.7,10,10,10,201,201,201,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,9,0.17,0.04,0.03,0,0,0,0,0,3.55,0.3,377,0
623579636,0,159.57,9.93,36,4,58,1,21.6,0.06,181.48,11.9,43,5,78,2,13.17,0.07,210.32,19.3,52,12,88,3,9.22,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,41701,3,0,5.8,0,-19.4,-7.47,-4.21,-9.88,-7.96,-5.13,1.77,-0.01,0.08,26.29,21.45,18.63,27.37,27.04,24.72,3.74,2.9,2.45,27,27,27,56.6,56.6,56.6,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0.03,0.03,0.02,0,0,0,0,0,-0.06,0.24,88,0
623579637,0,8.17,4.5,14,5,58,1,64.15,0.55,8.9,10.37,16,7,58,1,63.29,1.16,8.9,15.82,16,13,58,1,62.87,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,41701,3,62.6,61.9,61.9,-1.2,-0.67,-0.4,-0.93,-0.55,-0.35,0.1,0.2,0.11,1.57,1.57,1.44,1.34,1.37,1.28,0.61,2.05,1.9,64.7,64.7,64.7,66.1,66.1,66.1,58,58,58,4,7,10,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,4,5,5,0,0,0.04,0.36,0.33,0.33,0,0,1.51,0.2,58,0
623579643,0,34.78,3.65,12,6,47,1,11.32,0.1,53.1,8.68,16,9,137,3,16.57,0.16,108.78,30.88,39,16,137,3,20.08,0.28,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,4,4,41701,3,0.7,70.01,19.9,-9.35,3.43,2.42,-0.99,-0.73,0.81,-0.36,0.11,0.83,12.75,25.75,22.26,7.86,8.37,10.96,1.82,1.43,3.42,17.71,70.01,70.01,26.18,70.01,70.01,47,70,70,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,4.62,0.22,137,0
623579645,0,1.2,30.57,8,9,0,0,7.71,25.48,2.6,78.23,15,28,66,2,16.36,30.09,6.22,78.77,21,31,66,2,22.7,12.67,1,1,1,1,1,1,1,1,1,1,1,1,19,5,5,19,4,4,41701,3,4.56,39.39,35.05,-1.91,5.32,4.44,0.07,0.06,0.16,3.68,1.98,-0.73,2.54,16.89,17.18,0.29,0.24,0.8,7.19,8.62,8.82,9.52,42.1,42.1,10,42.1,42.1,0,50,50,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,3,6,9,0,0,0,0,0,0,0,0,-0.61,0.2,66,0
623579646,0,0,0,0,0,48,1,58,999,0,0,0,0,48,1,58,999,4.45,0,4,0,48,1,57.45,0,19,19,19,19,19,7,19,19,7,19,19,19,0,0,0,19,19,19,41701,3,58,58,55.33,0,0,-0.26,0,0,0.19,0,0,0,0,0,1.12,0,0,1.31,0,0,0,58,58,58,58,58,58,48,48,48,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.04,48,1
623579647,1,146.97,0.07,48,2,68,2,19.75,0,160.23,0.07,53,2,95,4,14.39,0,190.53,8.45,65,4,105,5,10.07,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,41701,3,4.9,6.5,0,-16.32,-5.65,-3.75,-13.69,-9.77,-5.31,-0.01,0,0.25,24.95,18.87,16.91,45.17,36.51,31.54,0.02,0.02,2.65,12.4,12.4,12.4,56.8,56.8,56.8,58,58,58,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,7,0,0,0,0,0,0,0,0,124.88,0.2,105,1
623579648,1,0,0,0,0,58,1,68,999,0,0,0,0,58,1,68,999,0,0,0,0,58,1,68,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,68,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,58,58,58,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1
623579650,1,0.2,0,1,0,58,1,67.91,0,1.2,0.72,3,1,58,1,67.69,0.6,2.52,0.72,6,1,58,1,67.14,0.28,19,6,6,3,3,3,3,3,3,19,6,6,0,0,0,19,19,19,41701,3,67.65,66.85,65.85,-0.1,-0.16,-0.29,0.06,0.11,0.05,0,0.08,0.01,0.17,0.41,0.95,0.1,0.37,0.49,0,0.27,0.23,68,68,68,68,68,68,58,58,58,4,7,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0.06,58,0
623579656,0,13.73,10.17,5,5,48,1,54.45,0.74,20.78,27.98,9,9,48,1,50.81,1.35,28.15,81.2,14,17,48,1,48.33,2.88,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,19,19,19,41701,3,49.76,44.78,40.36,-2.47,-2.36,-1.89,2.13,0.11,0.01,1.17,1.15,2.26,3.43,5.21,5.91,4.25,3.15,2.89,3.31,4.52,9.01,55.01,55.01,55.01,58,58,58,48,48,48,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,5.99,0.2,48,0
623579709,0,1.98,0,2,0,175,1,8.22,0,1.98,0,2,0,175,1,8.22,0,1.98,0,2,0,175,1,8.22,0,19,19,19,0,0,0,0,0,0,19,19,19,0,0,0,19,19,19,41701,3,8.22,8.22,8.22,0,0,0,-0.59,-0.21,-0.11,0,0,0,0,0,0,0.99,0.75,0.63,0,0,0,8.22,8.22,8.22,8.22,8.22,8.22,175,175,175,3,6,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.47,0.47,0.47,0,0,0,0,0,0,0.04,175,1
623579730,0,3.55,0.17,5,1,18,1,6.87,0.05,3.55,0.17,5,1,88,2,20.87,0.05,24.78,0.17,7,1,88,2,30.95,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,4,41701,3,0.87,58.87,52.27,-2.4,8.64,7.13,-1.06,-0.38,0.71,-0.05,-0.02,-0.01,4,26.2,26.92,1.77,1.34,6.68,0.08,0.06,0.05,8.87,58.87,58.87,8.87,58.87,58.87,18,70,70,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,-1,0.06,88,0
623579732,0,7.32,1.15,4,2,0,0,3.95,0.16,15.07,1.15,6,2,40,1,12.88,0.08,16.65,2.48,7,4,40,1,13.41,0.15,2,2,2,0,0,0,0,0,0,2,2,2,19,5,5,19,4,4,41701,3,1.22,31.92,3.02,-1.09,5.37,1.81,-0.38,0.37,-0.08,0.12,-0.04,0.01,1.82,16.49,14.35,2.17,3.03,2.63,0.58,0.43,0.52,4.86,41.22,41.22,4.86,41.22,41.22,0,40,40,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0.16,0.12,40,0
623579733,0,3.28,3.12,8,5,0,0,7.48,0.95,36.6,5.73,14,9,110,1,30.52,0.16,38.73,6.45,20,11,110,1,40.91,0.17,0,0,0,0,0,0,0,0,0,0,0,0,19,5,5,19,4,4,41701,3,6.06,66.84,64.12,-1.06,13.58,8.99,-0.04,3.23,0.53,-0.02,0.02,-0.07,1.41,42.76,38.72,0.52,11.29,9.48,0.55,0.39,0.44,7.5,113.04,113.04,9.4,113.04,113.04,0,110,110,4,7,10,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,7,10,0,0,0,0,0,0,0,0,-0.39,0.2,110,0
623579735,1,0,0,0,0,18,1,23,999,0,0,0,0,18,1,23,999,0,0,0,0,18,1,23,999,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,19,19,19,41701,3,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,23,18,18,18,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
623579746,1,36.4,0,12,0,50,1,20.85,0,37,1,15,1,50,1,12.46,0.03,50.17,1,17,1,70,3,9.51,0.02,19,4,4,0,0,0,0,0,0,19,4,4,0,0,0,19,19,6,41701,3,3.46,0,0,-8.15,-5.75,-3.3,0.53,-1.83,-0.74,0,0.04,-0.01,11.91,13.45,12.15,8.25,7.53,7.13,0,0.38,0.32,24.94,24.94,24.94,30.48,30.48,30.48,50,50,50,4,7,10,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,-1,0.12,70,1
623579752,0,10.1,0,14,0,71,2,63.78,0,16.82,1.25,32,2,71,2,61.34,0.07,26.32,1.42,43,3,71,2,58.27,0.05,19,5,5,0,0,0,0,0,0,19,5,5,0,0,0,19,19,19,41701,3,61.4,55.7,50.4,-1.45,-1.65,-1.88,-0.25,-0.01,0,0,0.12,0.02,1.97,3.62,5.77,1.87,1.57,2.51,0,0.34,0.28,65.4,65.4,65.4,65.4,65.4,65.4,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,29,1,0,0.26,71,0
623579753,0,0,0,0,0,58,1,66.25,999,0.08,0.37,1,1,58,1,63.89,4.4,0.08,0.37,1,1,58,1,62.9,4.4,19,6,6,19,5,5,19,5,5,19,6,6,0,0,0,19,19,19,41701,3,61,60.6,60.6,-2.1,-1.57,-0.95,0,0.01,0,0,0.04,0.01,3.5,3.85,3.52,0,0.03,0.03,0,0.14,0.12,68,68,68,68,68,68,58,58,58,4,7,10,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,2,2,0,0,0,0,4.4,4.4,0,0,0,0.04,58,1
623579782,0,0,0,0,0,58,1,68,999,0,0,0,0,58,1,68,999,5.37,0,4,0,58,1,67.68,0,19,19,19,19,19,9,19,19,9,19,19,19,0,0,0,19,19,19,41701,3,68,68,64.8,0,0,-0.17,0,0,0.29,0,0,0,0,0,1.01,0,0,1.7,0,0,0,68,68,68,68,68,68,58,58,58,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,58,1
623579783,0,12.92,20.53,9,8,58,1,65.5,1.59,44.57,49.77,23,27,58,1,59.61,1.12,50.03,81.08,35,42,58,1,54.51,1.62,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,19,19,19,41701,3,61.1,45.9,41.5,-2.38,-3.9,-3.52,2.75,2.21,0.15,3.86,1.89,1.18,3.28,8.96,11.02,3.79,9.4,8,5.82,7.81,7.02,68,68,68,68,68,68,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,0,0,0,0,0,0,0,0,1.79,0.28,58,0
623579791,0,5.57,7.55,5,10,58,1,65.8,1.36,5.98,16.03,10,17,58,1,64.7,2.68,6.27,23.03,11,23,58,1,64.12,3.68,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,64.5,62.9,62.5,-1.08,-0.78,-0.52,-0.33,-0.33,-0.21,-0.37,0.1,0.07,1.44,1.74,1.7,1.61,1.32,1.15,2.69,2.68,2.26,66.1,66.1,66.1,67.7,67.7,67.7,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0.53,0.2,58,0
623579792,0,52.98,34.07,16,30,58,1,52.35,0.64,107.88,63.7,42,54,58,1,42.09,0.59,147.1,101.27,74,77,58,1,30.93,0.69,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,19,19,19,41701,3,45.4,21.8,3.3,-6.2,-6.78,-7.09,-2.87,0.25,-0.55,0.08,0.7,0.73,8.4,14.81,21.69,9.49,7.8,9.27,8.9,7.3,6.57,55.5,55.5,55.5,62.8,62.8,62.8,58,58,58,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,9,0,0,0,0,0,0,0,0,0.76,0.26,58,0
